kmetstvo,name,center,document,category
SHU30-14,Новосел,52132,2,
SHU30-17,Радко Димитриево,61443,1896,
SHU30-18,Салманово,65187,2,
SHU30-19,Средня,68504,660,
SHU30-20,Струино,69924,660,
SHU30-21,Царев брод,78104,2,
SHU30-22,Мадара,46053,160,
SHU30-23,Велино,10464,1896,
SHU30-24,Черенча,80546,660,
SHU30-25,Благово,04265,1896,
SHU30-26,Панайот Волово,55316,1896,
SLS01-01,Алеково,00240,1896,
SLS01-02,Бистра,04145,403,
SLS01-06,Чуковец,81712,403,
SLS07-01,Бащино,03017,1896,
SLS07-02,Богданци,04670,404,
SLS07-04,Дичево,21230,2,
SLS07-06,Зафирово,30377,404,
SLS07-07,Звенимир,30507,404,
SLS07-08,Зебил,30689,2,
SLS07-10,Калугерене,35554,2,
SLS07-11,Коларово,37993,2,
SLS07-13,Листец,43894,404,
SLS07-15,Ножарево,52338,404,
SLS07-16,Осен,54078,1896,
SLS07-18,Подлес,57056,1896,
SLS07-19,Сокол,67828,2,
SLS07-20,Стефан Караджа,69184,2,
SLS07-21,Суходол,70336,1459,
SLS07-22,Черногор,81075,2,
SLS07-23,Малък Преславец,46927,1896,
SLS07-24,Долно Ряхово,22798,404,
SLS07-25,Зарица,31406,404,
SLS07-26,Вълкан,12440,404,
SLS07-27,Падина,55138,404,
SLS07-28,Косара,38707,1896,
SLS10-01,Боил,05124,2,
SLS10-02,Водно,11764,2,
SLS10-03,Вокил,12022,2,
SLS10-05,Грънчарово,18018,2,
SLS10-06,Долец,21926,2,
SLS10-07,Златоклас,31125,2,
SLS10-08,Козяк,37839,2,
SLS10-09,Колобър,38073,2,
SLS10-10,Межден,47696,2,
SLS10-11,Овен,53148,2,
SLS10-12,Окорш,53494,2,
SLS10-13,Орешене,53744,2,
SLS10-14,Паисиево,55186,2,
SLS10-15,Полковник Таслаково,57296,2,
SLS10-16,Поройно,57813,2,
SLS10-17,Правда,57995,2,
SLS10-18,Прохлада,58709,1897,
SLS10-19,Раздел,61724,2,
SLS10-20,Руйно,63286,2,
SLS10-21,Секулово,66038,2,
SLS10-22,Скала,66696,1896,
SLS10-23,Черковна,80738,2,
SLS10-24,Чернолик,81150,2,
SLS10-25,Черник,81966,2,
SLS10-26,Яребица,87504,2,
SLS15-01,Войново,11990,1878,
SLS15-02,Голеш,15566,1878,
SLS15-03,Давидово,20047,1878,
SLS15-04,Добруджанка,21720,1878,
SLS15-05,Зарник,30346,660,
SLS15-07,Полковник Чолаково,57306,1878,
SLS15-09,Светослав,65615,1878,
SLS15-10,Средище,68357,1462,
SLS15-11,Посев,57889,405,
SLS31-01,Айдемир,00895,2,
SLS31-02,Бабук,02097,2,
SLS31-04,Брадвари,06032,2,
SLS31-06,Ветрен,10834,1896,
SLS31-08,Йорданово,34134,2,
SLS31-10,Калипетрово,41143,2,
SLS31-13,Професор Иширково,58699,2,
SLS31-14,Смилец,67526,1349,
SLS31-15,Срацимир,68254,1896,
SLS31-16,Сребърна,68299,2,
SLS32-01,Босна,05757,1367,
SLS32-02,Гарван,14547,2,
SLS32-03,Добротица,21693,1367,
SLS32-05,Искра,32839,562,
SLS32-06,Любен,44495,562,
SLS32-08,Поляна,57385,1896,
SLS32-09,Попина,57577,2,
SLS32-10,Слатина,67249,1896,
SLS34-02,Белица,03527,2,
SLS34-03,Бреница,06389,1896,
SLS34-04,Варненци,10149,1896,
SLS34-05,Нова Черна,51956,2,
SLS34-07,Преславци,58253,2,
SLS34-08,Старо село,69078,2,
SLS34-10,Търновци,73729,2,
SLS34-12,Цар Самуил,78238,2,
SLS34-13,Шуменци,83524,2,
SLV11-01,Мокрен,00045,2,
SLV11-02,Боринци,05480,1896,
SLV11-04,Градец,17436,2,
SLV11-06,Жеравна,29283,2,
SLV11-08,Кипилово,36854,1354,
SLV11-09,Малко село,46646,2,
SLV11-10,Медвен,47528,1896,
SLV11-11,Нейково,51398,1896,
SLV11-14,Пъдарево,58966,2,
SLV11-16,Соколарци,67859,2,
SLV11-17,Стрелци,69821,1354,
SLV11-18,Тича,72480,2,
SLV11-19,Топузево,72833,1896,
SLV11-20,Филаретово,76073,2,
SLV11-21,Ябланово,87031,2,
SLV11-22,Остра могила,54300,406,
SLV11-23,Орлово,53919,1896,
SLV16-01,Асеновец,00713,2,
SLV16-02,Баня,02734,2,
SLV16-06,Дядово,24760,2,
SLV16-07,Езеро,27111,2,
SLV16-08,Еленово,27245,2,
SLV16-09,Загорци,30171,2,
SLV16-10,Каменово,35907,2,
SLV16-11,Караново,36395,2,
SLV16-12,Коньово,38426,2,
SLV16-13,Кортен,38683,2,
SLV16-14,Любенец,44505,2,
SLV16-15,Любенова махала,44522,2,
SLV16-16,Млекарево,48725,2,
SLV16-17,Научене,51161,1896,
SLV16-18,Новоселец,52146,2,
SLV16-19,Омарчево,53518,1858,
SLV16-20,Пет могили,56068,2,
SLV16-21,Питово,56527,2,
SLV16-23,Прохорово,58726,1896,
SLV16-24,Радево,61310,1896,
SLV16-25,Радецки,61340,2,
SLV16-26,Сокол,67831,1896,
SLV16-27,Стоил войвода,69314,2,
SLV16-29,Съдиево,70487,2,
SLV16-30,Брястово,06788,1896,
SLV16-31,Бял кладенец,07778,1896,
SLV16-32,Събрано,70456,1896,
SLV16-33,Богданово,04635,407,
SLV16-34,Съдийско поле,70490,407,
SLV16-35,Полско Пъдарево,57371,407,
SLV16-36,Ценино,78344,1896,
SLV20-01,Биково,04039,1896,
SLV20-02,Бинкос,04114,1896,
SLV20-03,Блатец,04337,2,
SLV20-04,Божевци,04947,1896,
SLV20-06,Бяла,07613,2,
SLV20-07,Въглен,12414,1896,
SLV20-08,Гавраилово,14275,2,
SLV20-09,Гергевец,14800,2,
SLV20-10,Глуфишево,15206,2,
SLV20-11,Глушник,15237,660,
SLV20-12,Голямо Чочовени,15936,1896,
SLV20-13,Горно Александрово,16688,2,
SLV20-14,Градско,17600,2,
SLV20-15,Драгоданово,23337,2,
SLV20-16,Желю войвода,29194,2,
SLV20-18,Злати войвода,30990,2,
SLV20-19,Изгрев,32545,1896,
SLV20-20,Ичера,32915,1896,
SLV20-21,Калояново,35537,2,
SLV20-22,Камен,35660,2,
SLV20-23,Кермен,36779,2,
SLV20-24,Ковачите,37530,2,
SLV20-25,Крушаре,40083,2,
SLV20-26,Малко Чочовени,46694,1896,
SLV20-27,Мечкарево,47980,2,
SLV20-28,Младово,48708,2,
SLV20-29,Николаево,51634,1896,
SLV20-30,Новачево,51929,2,
SLV20-31,Панаретовци,55333,1896,
SLV20-33,Самуилово,65303,2,
SLV20-34,Селиминово,66041,2,
SLV20-35,Скобелево,66812,2,
SLV20-36,Сотиря,68117,2,
SLV20-37,Средорек,68549,1896,
SLV20-38,Стара река,68864,2,
SLV20-39,Старо село,69081,1896,
SLV20-40,Струпец,69986,1896,
SLV20-41,Тополчане,72816,2,
SLV20-42,Трапоклово,73016,660,
SLV20-43,Чинтулово,81387,2,
SLV20-44,Чокоба,81534,2,
SLV24-02,Боров дол,05551,2,
SLV24-03,Бяла Паланка,07644,2,
SLV24-04,Шивачево,15944,2,
SLV24-05,Жълт бряг,29533,660,
SLV24-06,Оризари,53847,2,
SLV24-07,Сборище,65499,2,
SLV24-08,Червенаково,80474,1896,
SML02-01,Гълъбово,00850,2,
SML02-04,Вълчан дол,12526,1896,
SML02-06,Давидково,20033,2,
SML02-08,Загражден,30209,2,
SML02-11,Оряховец,54002,2,
SML02-12,Стърница,70158,2,
SML02-13,Вишнево,11377,408,
SML02-14,Дрянка,23875,1896,
SML02-15,Малка Арда,46406,1896,
SML05-03,Чала,80159,1896,
SML05-05,Ягодина,87223,2,
SML05-06,Буйново,06879,409,
SML09-01,Беден,03112,2,
SML09-02,Брезе,06269,2,
SML09-03,Грохотно,17957,2,
SML09-04,Гьоврен,18424,2,
SML09-05,Жребево,29502,1896,
SML09-07,Лясково,44848,2,
SML09-08,Михалково,48547,1896,
SML09-10,Осиково,54198,660,
SML09-11,Селча,66130,2,
SML09-12,Стоманево,69465,1896,
SML09-13,Триград,73105,2,
SML10-01,Барутин,02779,2,
SML10-02,Бръщен,06700,2,
SML10-03,Змеица,31259,2,
SML10-04,Късак,41006,2,
SML10-05,Любча,44642,2,
SML10-06,Црънча,78567,2,
SML10-07,Чавдар,80025,660,
SML11-01,Аламовци,00196,1364,
SML11-02,Долен,21871,2,
SML11-03,Ерма река,27588,2,
SML11-05,Старцево,69105,2,
SML11-06,Страшимир,69759,1896,
SML16-05,Вехтино,10910,1896,
SML16-07,Върбина,12718,616,
SML16-09,Купен,40662,1896,
SML16-13,Митовска,48461,1896,
SML16-15,Равнил,61162,1896,
SML16-17,Средногорци,68451,2,
SML16-18,Букова поляна,06937,424,
SML16-19,Бориново,05476,1896,
SML16-20,Боровина,05579,410,
SML16-21,Буково,07017,1896,
SML16-22,Галище,14413,1896,
SML16-23,Леска,43387,410,
SML16-24,Лещак,43582,1896,
SML16-25,Ловци,43983,1896,
SML16-26,Мъглища,49504,1896,
SML16-27,Равнища,61176,1896,
SML16-28,Студена,70041,1896,
SML16-29,Шаренска,83048,1896,
SML16-30,Тънкото,73599,1896,
SML16-31,Цирка,78505,1896,
SML18-01,Бурево,07911,1896,
SML18-02,Върли дол,12896,1896,
SML18-03,Върлино,12927,1896,
SML18-04,Гърнати,18374,1896,
SML18-05,Диманово,21004,1896,
SML18-06,Изгрев,32559,1896,
SML18-07,Козарка,37695,1896,
SML18-08,Кочани,39092,1896,
SML18-09,Кундево,40628,1896,
SML18-10,Еленка,41157,1896,
SML18-12,Оградна,53388,1896,
SML18-13,Средец,68309,2,
SML18-14,Тънка бара,73883,1896,
SML27-01,Борие,05365,1896,
SML27-02,Витина,11301,1896,
SML27-03,Войкова лъка,11870,1896,
SML27-04,Грамаде,17676,1896,
SML27-05,Елховец,27365,2,
SML27-06,Пловдивци,56798,1896,
SML27-08,Рибница,62637,559,
SML27-09,Чепинци,80399,2,
SML27-10,Сопотот,68093,559,
SML27-11,Равнината,61193,1896,
SML27-12,Бяла река,07689,1896,
SML27-13,Коритата,38604,1896,
SML27-14,Бърчево,07569,1896,
SML27-15,Оглед,53309,1896,
SML31-01,Арда,00597,2,
SML31-06,Бостина,05801,1896,
SML31-08,Виево,11048,2,
SML31-11,Градът,17631,1896,
SML31-12,Катраница,36631,1896,
SML31-15,Кутела,40748,2,
SML31-16,Левочево,43219,1896,
SML31-17,Лъка,44433,1896,
SML31-18,Могилица,48814,2,
SML31-19,Момчиловци,49014,2,
SML31-20,Мугла,49285,1896,
SML31-22,Петково,55991,660,
SML31-23,Подвис,56962,1896,
SML31-24,Полковник Серафимово,57282,1896,
SML31-26,Река,62462,1896,
SML31-28,Сивино,66384,1896,
SML31-29,Славейно,66957,1896,
SML31-30,Смилян,67547,2,
SML31-31,Соколовци,67965,1896,
SML31-33,Стойките,69345,1896,
SML31-34,Стража,69585,1896,
SML31-35,Тикале,72391,1896,
SML31-36,Требище,73033,1896,
SML31-38,Търън,73777,1896,
SML31-41,Широка лъка,83274,2,
SML31-42,Влахово,11572,660,
SML31-43,Дунево,24089,1896,
SML31-44,Еленска,27262,1896,
SML31-45,Ровина,62760,1896,
SML38-01,Богутево,04801,1896,
SML38-02,Забърдо,30034,2,
SML38-04,Малево,46286,1896,
SML38-05,Орехово,53669,1896,
SML38-07,Павелско,55035,2,
SML38-09,Хвойна,77219,2,
SOF46-31,Бусманци,07106,2,
SOF46-32,Владая,11394,2,
SOF46-33,Мърчаево,49597,2,
SOF46-34,Мало Бучино,46721,2,
SOF46-35,Волуяк,12084,2,
SOF46-36,Балша,02511,2,
SOF46-37,Войнеговци,11884,2,
SOF46-38,Доброславци,21662,2,
SOF46-39,Житен,29430,2,
SOF46-40,Кубратово,40436,2,
SOF46-41,Кътина,41010,2,
SOF46-42,Локорско,44224,2,
SOF46-43,Мировяне,48393,2,
SOF46-44,Мрамор,49206,2,
SOF46-45,Негован,51250,2,
SOF46-46,Подгумер,57011,2,
SOF46-47,Световрачене,65601,2,
SOF46-48,Чепинци,80409,2,
SOF46-49,Бухово,07140,2,
SOF46-50,Горни Богров,16448,2,
SOF46-51,Долни Богров,22304,2,
SOF46-52,Желява,29204,2,
SOF46-53,Яна,87401,2,
SOF46-54,Бистрица,04234,2,
SOF46-55,Герман,14831,2,
SOF46-56,Долни Пасарел,22472,2,
SOF46-57,Железница,29150,2,
SOF46-58,Казичене,35239,2,
SOF46-59,Кокаляне,37914,2,
SOF46-60,Кривина,39791,2,
SOF46-61,Лозен,44063,2,
SOF46-63,Иваняне,32216,2,
SZR04-01,Верен,10673,1896,
SZR04-03,Горно Белево,16691,1896,
SZR04-04,Горно ново село,16852,1896,
SZR04-05,Гранит,17717,2,
SZR04-10,Медово,47665,1896,
SZR04-11,Мирово,48372,2,
SZR04-12,Найденово,51072,1896,
SZR04-13,Опълченец,53624,1896,
SZR04-14,Оризово,53850,2,
SZR04-15,Партизанин,55484,2,
SZR04-16,Плодовитово,56811,2,
SZR04-17,Православ,58075,1896,
SZR04-21,Черна гора,80793,2,
SZR07-01,Априлово,00552,1896,
SZR07-03,Главан,14951,2,
SZR07-04,Искрица,32857,1896,
SZR07-05,Медникарово,47603,2,
SZR07-06,Мусачево,49391,1896,
SZR07-07,Мъдрец,49535,2,
SZR07-08,Обручище,53134,2,
SZR07-09,Помощник,57515,1896,
SZR12-01,Бузовград,06848,2,
SZR12-02,Голямо Дряново,15864,1896,
SZR12-03,Горно Изворово,16780,1896,
SZR12-04,Долно изворово,22633,2,
SZR12-05,Дунавци,24075,2,
SZR12-06,Енина,27499,2,
SZR12-07,Копринка,38563,2,
SZR12-08,Крън,40292,2,
SZR12-09,Кънчево,40868,2,
SZR12-10,Горно Черковище,49076,2,
SZR12-11,Овощник,53179,2,
SZR12-12,Розово,62983,2,
SZR12-13,Ръжена,63570,2,
SZR12-14,Средногорово,68446,1896,
SZR12-15,Хаджидимитрово,77027,2,
SZR12-16,Черганово,80532,2,
SZR12-17,Шейново,83106,2,
SZR12-18,Шипка,83199,2,
SZR12-19,Ясеново,87641,2,
SZR22-02,Ветрен,10848,2,
SZR22-06,Дъбово,24342,2,
SZR22-08,Зимница,30870,2,
SZR22-16,Тулово,73420,2,
SZR22-18,Юлиево,86043,2,
SZR22-19,Ягода,87212,2,
SZR22-20,Шаново,83020,1896,
SZR23-02,Бял извор,07750,1896,
SZR23-03,Бяло поле,07819,1896,
SZR23-04,Васил Левски,10224,1896,
SZR23-07,Пъстрен,59166,1896,
SZR23-08,Княжевско,61791,1896,
SZR23-09,Средец,68312,1896,
SZR23-11,Тракия,72970,1896,
SZR23-12,Ястребово,87713,1896,
SZR24-01,Александрово,00309,2,
SZR24-02,Асен,00697,2,
SZR24-04,Габарево,14026,2,
SZR24-05,Горно Сахране,16924,2,
SZR24-06,Долно Сахране,22808,2,
SZR24-07,Манолово,47101,2,
SZR24-08,Осетеново,54153,2,
SZR24-09,Скобелево,66826,2,
SZR24-10,Турия,73451,1896,
SZR24-11,Тъжа,73540,2,
SZR24-12,Търничени,73688,2,
SZR27-04,Боздуганово,17960,2,
SZR27-05,Даскал-Атанасово,20153,1896,
SZR27-06,Диня,21209,1896,
SZR27-08,Знаменосец,31293,2,
SZR27-10,Ковачево,37507,2,
SZR27-11,Коларово,38008,2,
SZR27-13,Любеново,44540,2,
SZR27-14,Маца,47500,1896,
SZR27-15,Полски Градец,57323,2,
SZR27-17,Свободен,65838,1896,
SZR27-18,Сърнево,70586,2,
SZR27-19,Тихомирово,72477,1896,
SZR27-21,Трояново,73225,2,
SZR27-22,Трънково,73314,2,
SZR27-23,Тополяне,72824,1896,
SZR31-01,Арнаутито,00655,1896,
SZR31-03,Богомилово,04738,2,
SZR31-04,Борилово,05431,1896,
SZR31-06,Братя Кунчеви,06197,2,
SZR31-07,Бъдеще,07199,1896,
SZR31-09,Горно Ботево,16701,2,
SZR31-10,Дълбоки,24482,2,
SZR31-11,Еленино,27214,2,
SZR31-13,Загоре,30119,2,
SZR31-14,Змейово,31276,2,
SZR31-16,Калитиново,35420,2,
SZR31-17,Калояновец,35515,2,
SZR31-18,Кирилово,36899,2,
SZR31-19,Козаревец,37678,1896,
SZR31-20,Колена,38039,1896,
SZR31-21,Ловец,43921,1896,
SZR31-24,Маджерито,46098,660,
SZR31-25,Малка Верея,46417,1896,
SZR31-26,Малко Кадиево,46591,1896,
SZR31-27,Михайлово,48502,1896,
SZR31-28,Могила,48765,2,
SZR31-30,Оряховица,54016,2,
SZR31-32,Памукчии,55289,1896,
SZR31-33,Петрово,56188,1896,
SZR31-34,Плоска могила,56825,1896,
SZR31-35,Подслон,57073,1896,
SZR31-36,Преславен,58236,2,
SZR31-38,Пшеничево,58952,1896,
SZR31-39,Ракитница,61995,2,
SZR31-42,Самуилово,65317,1896,
SZR31-44,Хан Аспарухово,68730,2,
SZR31-45,Старозагорски бани,68970,1896,
SZR31-46,Стрелец,69794,1896,
SZR31-47,Сулица,70202,1896,
SZR31-48,Християново,77431,1896,
SZR31-49,Хрищени,77476,2,
SZR31-50,Яворово,87182,1896,
SZR36-01,Винарово,11082,1896,
SZR36-02,Гита,14920,2,
SZR36-05,Зетьово,30819,2,
SZR36-08,Малко Тръново,46658,1896,
SZR36-10,Рупките,63344,1896,
SZR36-11,Свобода,65810,2,
SZR36-12,Спасово,68182,2,
SZR36-13,Средно градище,68463,1896,
SZR36-15,Целина,78330,1896,
SZR36-16,Ценово,78375,1896,
SZR36-18,Яздач,87254,1896,
SZR37-05,Паничерево,22767,2,
SZR37-09,Конаре,38203,2,
SZR38-01,Едрево,27070,2,
SZR38-02,Елхово,48163,2,
SZR38-03,Нова махала,51888,2,
TGV02-04,Капище,36169,1896,
TGV02-06,Коноп,38323,1896,
TGV02-10,Старчище,69136,1896,
TGV02-11,Стеврек,69146,2,
TGV02-13,Трескавец,73078,2,
TGV02-14,Изворово,32473,413,
TGV02-15,Таймище,72062,1896,
TGV02-16,Добротица,21703,1896,
TGV02-17,Моравка,49059,1896,
TGV02-18,Разделци,61769,1896,
TGV02-19,Любичево,44598,413,
TGV02-29,Моравица,49045,1896,
TGV02-30,Семерци,66175,1896,
TGV02-31,Черни бряг,80892,1896,
TGV02-32,Черна вода,80786,1896,
TGV22-01,Беломорци,03647,167,
TGV22-04,Величка,10481,2,
TGV22-05,Веренци,10687,2,
TGV22-06,Веселец,10728,1896,
TGV22-08,Врани кон,12156,2,
TGV22-10,Горна Хубавка,16420,2,
TGV22-12,Горно Новково,16849,1896,
TGV22-17,Зелена морава,30692,2,
TGV22-19,Звездица,31416,2,
TGV22-20,Илийно,32620,1857,
TGV22-21,Камбурово,35643,2,
TGV22-23,Козма Презвитер,37811,2,
TGV22-26,Обител,53062,167,
TGV22-27,Панайот Хитово,55327,2,
TGV22-28,Паничино,55381,1896,
TGV22-29,Петрино,56112,1896,
TGV22-30,Плъстина,56856,2,
TGV22-32,Пъдарино,58972,2,
TGV22-37,Угледно,75013,1896,
TGV22-39,Церовище,78450,2,
TGV22-40,Българаново,07243,1896,
TGV22-41,Великденче,10392,414,
TGV22-42,Висок,11212,414,
TGV22-43,Голямо църквище,15922,414,
TGV22-44,Горно Козарево,16818,1896,
TGV22-45,Горско село,17230,1896,
TGV22-46,Долна Хубавка,22280,414,
TGV22-47,Долно Козарево,22664,414,
TGV22-48,Долно Новково,22719,1896,
TGV22-49,Змейно,31262,1896,
TGV22-50,Кестеново,36806,414,
TGV22-51,Красноселци,39596,1896,
TGV22-52,Могилец,48790,414,
TGV22-53,Птичево,58774,414,
TGV22-54,Първан,59029,414,
TGV22-55,Рътлина,63639,414,
TGV22-56,Станец,68761,1896,
TGV22-57,Чернокапци,81147,414,
TGV23-01,Голямо Градище,15833,2,
TGV23-02,Горско Абланово,17172,2,
TGV23-03,Гърчиново,18407,2,
TGV23-04,Крепча,39671,2,
TGV23-05,Люблен,44608,2,
TGV24-01,Априлово,00566,2,
TGV24-02,Баба Тонка,02021,1896,
TGV24-05,Водица,11716,2,
TGV24-06,Гагово,14307,2,
TGV24-07,Глогинка,15103,2,
TGV24-10,Долна Кабда,22109,1896,
TGV24-11,Дриново,23738,2,
TGV24-12,Еленово,27259,2,
TGV24-14,Зараево,30332,2,
TGV24-15,Захари Стояново,30404,1896,
TGV24-16,Звезда,30449,1896,
TGV24-17,Кардам,36470,2,
TGV24-18,Ковачевец,37469,2,
TGV24-19,Козица,37748,660,
TGV24-21,Ломци,44286,2,
TGV24-24,Медовина,47634,2,
TGV24-25,Осиково,54208,1896,
TGV24-26,Паламарца,55213,2,
TGV24-28,Посабина,57875,1896,
TGV24-29,Садина,65067,2,
TGV24-30,Светлен,65557,2,
TGV24-31,Славяново,67091,2,
TGV24-32,Тръстика,73376,1896,
TGV24-33,Цар Асен,78077,1896,
TGV35-01,Алваново,00215,1896,
TGV35-02,Александрово,00312,1896,
TGV35-03,Баячево,03037,2,
TGV35-04,Бистра,04159,1896,
TGV35-05,Божурка,05030,2,
TGV35-06,Братово,06166,1896,
TGV35-07,Буховци,07154,2,
TGV35-08,Вардун,10121,2,
TGV35-09,Васил Левски,10238,1896,
TGV35-10,Голямо Соколово,15919,2,
TGV35-11,Горна Кабда,16225,1896,
TGV35-12,Давидово,20050,2,
TGV35-13,Драгановец,23087,2,
TGV35-14,Дългач,24520,2,
TGV35-15,Здравец,30644,2,
TGV35-16,Копрец,38501,1896,
TGV35-17,Кралево,39390,2,
TGV35-18,Лиляк,43685,2,
TGV35-19,Ловец,43935,2,
TGV35-20,Макариополско,46190,2,
TGV35-21,Момино,48920,1896,
TGV35-22,Надарево,51024,2,
TGV35-23,Овчарово,53223,2,
TGV35-25,Острец,54345,2,
TGV35-26,Пайдушко,55201,1896,
TGV35-27,Певец,55662,1896,
TGV35-28,Подгорица,57008,2,
TGV35-29,Преселец,58195,2,
TGV35-30,Пресиян,58219,1896,
TGV35-31,Пробуда,58493,2,
TGV35-32,Пролаз,58579,1896,
TGV35-33,Разбойна,61676,2,
TGV35-34,Ралица,62164,1896,
TGV35-35,Руец,63241,2,
TGV35-36,Стража,69599,2,
TGV35-37,Съединение,70545,2,
TGV35-38,Търновца,73701,2,
TGV35-39,Цветница,78297,1896,
TGV35-40,Черковна,80741,2,
TGV35-41,Буйново,06882,131,
TGV35-42,Голямо ново,15895,131,
TGV35-43,Дралфа,23546,131,
TGV35-49,Пресяк,58298,131,
TGV35-50,Росина,63077,131,
TGV35-51,Твърдинци,72148,1896,
TGV35-52,Маково,46228,1896,
TGV35-53,Миладиновци,48091,1896,
TGV35-54,Кръшно,40395,1896,
VAR01-01,Бенковски,03811,660,
VAR01-02,Близнаци,04426,2,
VAR01-03,Болярци,05311,1896,
VAR01-04,Дъбравино,24400,2,
VAR01-05,Здравец,30627,1896,
VAR01-06,Казашка река,35208,1896,
VAR01-07,Китка,37068,1896,
VAR01-09,Приселци,58445,2,
VAR01-10,Равна гора,61128,1896,
VAR01-11,Садово,65125,1896,
VAR01-12,Синдел,66490,2,
VAR01-13,Царевци,70220,2,
VAR01-14,Тръстиково,73393,2,
VAR01-15,Юнак,86057,1896,
VAR02-01,Ботево,05829,1896,
VAR02-02,Водица,11702,1896,
VAR02-03,Въглен,12406,1896,
VAR02-04,Генерал Кантарджиево,14653,660,
VAR02-06,Долище,21988,1896,
VAR02-07,Засмяно,30363,1896,
VAR02-09,Игнатиево,32278,2,
VAR02-10,Изворско,32490,2,
VAR02-11,Кичево,37099,2,
VAR02-12,Климентово,37246,1896,
VAR02-13,Крумово,39983,1896,
VAR02-14,Куманово,40590,1896,
VAR02-15,Любен Каравелово,44519,1896,
VAR02-17,Орешак,53691,1896,
VAR02-18,Осеново,54145,1896,
VAR02-21,Слънчево,67489,2,
VAR02-22,Доброглед,21587,1896,
VAR02-23,Яребична,87518,1896,
VAR04-01,Езерово,27125,2,
VAR04-03,Разделна,61741,2,
VAR04-04,Страшимирово,69763,2,
VAR05-02,Господиново,17323,1896,
VAR05-03,Дюлино,24739,1896,
VAR05-04,Попович,57635,660,
VAR06-07,Звездица,30497,2,
VAR06-08,Казашко,35211,660,
VAR06-09,Каменар,35701,2,
VAR06-10,Тополи,72709,2,
VAR06-11,Константиново,38354,162,
VAR08-01,Белоградец,03602,2,
VAR08-02,Габърница,14252,1896,
VAR08-03,Доброплодно,21645,2,
VAR08-04,Млада гвардия,48653,1896,
VAR08-05,Момчилово,49000,1896,
VAR08-06,Невша,51233,2,
VAR08-07,Неофит Рилски,51487,2,
VAR08-09,Ягнило,87206,1896,
VAR09-01,Бояна,05978,1896,
VAR09-02,Брестак,06416,2,
VAR09-03,Войводино,11836,1896,
VAR09-04,Генерал Киселово,14667,2,
VAR09-05,Генерал Колево,14670,1896,
VAR09-06,Добротич,21717,1031,
VAR09-07,Есеница,27629,1033,
VAR09-09,Изворник,32442,1896,
VAR09-11,Калоян,35506,1896,
VAR09-12,Караманите,36302,2,
VAR09-14,Метличина,47874,1896,
VAR09-15,Михалич,48524,2,
VAR09-16,Оборище,53093,1039,
VAR09-17,Радан войвода,61265,1036,
VAR09-18,Стефан Караджа,69170,2,
VAR09-20,Червенци,80529,2,
VAR09-21,Щипско,84022,1896,
VAR13-01,Булаир,07034,1896,
VAR13-03,Венелин,10611,2,
VAR13-04,Голица,15597,2,
VAR13-05,Горен чифлик,16050,2,
VAR13-06,Гроздьово,17912,2,
VAR13-07,Детелина,20701,2,
VAR13-09,Нова Шипка,51963,1896,
VAR13-10,Ново Оряхово,52115,1896,
VAR13-11,Пчелник,58921,2,
VAR13-12,Рудник,63197,2,
VAR13-13,Солник,68028,1896,
VAR13-14,Старо Оряхово,68998,2,
VAR13-15,Шкорпиловци,83404,2,
VAR14-01,Кипра,36868,2,
VAR14-02,Падина,55110,1896,
VAR16-02,Аспарухово,00789,2,
VAR16-03,Боряна,05699,1896,
VAR16-04,Величково,10495,2,
VAR16-05,Камен дял,35777,1896,
VAR16-06,Комунари,38162,1896,
VAR16-08,Лопушна,44294,2,
VAR16-09,Медовец,47620,2,
VAR16-10,Партизани,55470,2,
VAR16-11,Поляците,57457,2,
VAR16-12,Рояк,63135,660,
VAR16-13,Сава,65019,1896,
VAR16-15,Цонево,78519,2,
VAR24-01,Блъсково,04457,2,
VAR24-02,Бозвелийско,05102,2,
VAR24-03,Бързица,07507,1896,
VAR24-04,Венчан,10663,1896,
VAR24-05,Градинарово,17508,2,
VAR24-06,Добрина,21484,1896,
VAR24-07,Житница,29458,2,
VAR24-08,Златина,31005,1896,
VAR24-10,Комарево,38114,2,
VAR24-11,Кривня,39829,1896,
VAR24-12,Манастир,46975,2,
VAR24-14,Овчага,53182,1896,
VAR24-15,Петров дол,56143,1896,
VAR24-16,Равна,61073,1896,
VAR24-17,Славейково,66963,2,
VAR24-18,Снежина,67739,2,
VAR24-20,Тутраканци,73506,1896,
VAR24-21,Храброво,77387,660,
VAR24-23,Черковна,80710,1896,
VAR24-24,Черноок,81195,1896,
VAR26-01,Дръндар,23858,1896,
VAR26-03,Калиманци,35376,1896,
VAR26-04,Левски,43222,1896,
VAR26-05,Николаевка,51584,2,
VAR26-06,Чернево,80861,2,
VID01-01,Боровица,05582,1896,
VID01-10,Рабиша,61011,1896,
VID01-12,Салаш,65173,1896,
VID01-13,Стакевци,68655,1896,
VID03-04,Раброво,61039,2,
VID03-05,Бориловец,05428,1896,
VID06-01,Балей,02395,2,
VID06-02,Връв,12317,1896,
VID06-03,Гъмзово,18304,2,
VID06-04,Делейна,20568,1896,
VID06-05,Косово,38772,2,
VID06-06,Куделин,40441,660,
VID06-07,Ракитница,63700,2,
VID09-02,Антимово,00919,2,
VID09-03,Бела Рада,03280,2,
VID09-05,Буковец,06954,2,
VID09-09,Генерал Мариново,14698,1896,
